Country Name,Indicator Name,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Early-demographic dividend,Agricultural land (% of land area),35.90515715,35.89351511,35.84355988,35.81089697,35.79201823,35.79039766,35.78108092,35.7897395,35.72550337,35.74448455,35.76327946,35.90440585,35.97050788,35.99477186,36.00550873,36.02562021,36.08485913,36.15986926,36.25873486,36.25192415,36.14415606,36.2208532,36.24825791,36.54672288,36.83937673,37.06972381,37.45733576,37.67263811,37.93766629,38.22432615,38.25170465,39.12305882,38.79200808,39.06085534,39.35114441,39.60506708,39.88713297,40.2213577,40.52297487,40.47256121,40.58073509,40.64060822,40.66363933,40.62862868,40.16569871,40.2036512,40.25762042,40.00754445,39.95684057,39.99603511,39.99087608,39.97728474,39.92693042,39.84686451,39.87377816,39.86648947,39.91896488,39.90574035,39.90863595,40.02369487,40.05406174,,
East Asia & Pacific,Agricultural land (% of land area),43.76220612,43.98636861,44.24192418,44.49767711,44.84633085,45.03816968,45.31241762,46.45610798,46.52714785,46.02534895,46.42606574,46.68756428,46.86530288,47.28833624,47.4951674,47.22179334,47.1424904,47.61156014,47.65669962,47.97100424,48.23025025,48.43014886,48.59717756,49.14351973,49.7801354,49.38083948,49.85049517,50.19552803,50.29008442,50.4666121,50.50539668,50.64082642,50.39715302,50.93228777,50.72922215,50.82691092,51.16666062,51.26212116,50.98588458,51.03742699,51.15097822,50.87306217,49.98976613,48.25265625,48.91541492,48.98568555,48.63782937,48.32934508,48.19371318,47.87111155,48.70256917,48.31658462,47.69365551,47.77603213,46.75226389,46.54873309,47.87088415,47.32593481,47.45284977,47.16158174,47.47085115,,
Europe & Central Asia (excluding high income),Agricultural land (% of land area),47.83949937,47.99704735,48.802415,48.80021153,48.83546703,49.05581385,48.92470749,49.27175374,50.56959654,50.03856069,50.15424278,50.70400811,50.58612256,50.11568208,49.57473063,49.77194104,49.95703237,49.98567746,50.9166428,50.54535839,50.57841042,49.01284622,48.48181037,49.46565895,50.03084856,50.41535377,51.45539079,51.27690986,51.97430756,51.73412952,52.1726197,28.44114022,28.32717814,28.29713907,28.02789312,27.94058752,28.03291766,27.96824877,27.93627278,27.96161719,27.92319681,27.85551953,27.78054231,27.73893372,27.68808519,27.67919576,27.58760861,27.53250069,27.49229608,27.76679159,27.70869793,27.70948735,27.69211577,27.69878393,27.66929621,27.65901682,27.6384578,27.60446656,27.5071564,27.51780403,27.51870096,,
Europe & Central Asia,Agricultural land (% of land area),45.98010159,45.96480372,45.99289711,45.85049726,45.70973097,45.67415953,45.60446506,45.49658035,45.67264825,45.18145852,44.81895351,44.77293933,44.62298743,44.4385355,44.25535511,44.14005774,44.11867882,44.11096385,44.18538962,44.04184099,43.96255754,43.65403957,43.35285537,43.47573622,43.49346351,43.4839327,43.61859184,43.49079622,43.50584182,43.33468942,43.00198929,30.67594622,30.65229574,30.60760735,30.32844943,30.24654924,30.22009492,30.163523,30.1184918,30.07844549,29.96970956,29.83293766,29.70466765,29.63271292,29.58690124,29.5451273,29.38801929,29.37446907,29.29196347,29.45350409,29.36696932,29.33268866,29.30954061,29.25380841,29.21774656,29.18096344,29.16634303,29.11526869,29.09046022,29.02426999,29.01049457,,
Ecuador,Agricultural land (% of land area),17.01343736,17.01343736,17.04955931,17.04955931,17.08568126,17.08568126,17.12180321,17.10374223,17.32047392,17.53720561,17.75393729,17.97066898,18.18740066,18.66782257,19.45166883,20.06574194,21.07715648,21.69122959,22.35948562,23.39979772,24.41482445,25.1408756,25.62852189,26.20647305,26.80248519,27.38043635,27.88975582,27.90781679,28.00534605,28.34128016,28.58690941,28.727785,28.80725329,29.36353128,29.28767519,28.85059962,28.94090449,32.32001933,32.51328716,32.47704944,31.34562732,30.1578354,29.19149622,30.30681269,30.19809953,29.97262039,29.84377517,29.9766468,30.33660815,30.18883878,29.57843453,30.22588178,30.25044291,22.04461266,23.30890643,22.2096956,22.50765019,21.9358995,21.46078273,21.82315993,22.02448059,,
"Egypt, Arab Rep.",Agricultural land (% of land area),2.579737807,2.516449847,2.501381285,2.517454418,2.68421317,2.792706816,2.813802803,2.813802803,2.84795821,2.855994776,2.865035913,2.868049626,2.868049626,2.855994776,2.837912502,2.742478276,2.64704405,2.551609825,2.458184741,2.456175599,2.479280727,2.456416696,2.445868703,2.469496208,2.50841328,2.578733236,2.55864182,2.592797227,2.582751519,2.660103471,2.655080617,3.009975388,3.028961776,3.026430258,3.298005927,3.190978954,3.259751871,3.274519062,3.498920086,3.306042493,3.353257321,3.439650409,3.424581847,3.493897232,3.539102918,3.549148626,3.55417148,3.558189763,3.705861671,3.687779396,3.636546286,3.712893666,3.748023507,3.73217138,3.807199859,3.750831684,3.854506806,3.880656989,3.939926666,3.989150635,4.049424883,,
Euro area,Agricultural land (% of land area),55.68172672,55.65106671,55.5622813,55.30563339,55.14768664,55.01965311,54.97741781,54.6532266,54.68674932,54.08798717,53.2683402,53.07164319,52.84412021,52.68965048,52.51950496,52.20464247,52.15620651,52.16592478,52.02260021,51.87983714,51.82337159,51.74635869,51.3177834,51.21491341,51.11943488,50.99296007,50.91843619,50.59814122,50.56556814,50.31925762,49.45219144,48.68955645,48.61736546,48.45553723,47.84883459,47.90095344,47.65791331,47.64504934,47.5981164,47.36074334,46.78510897,46.47825347,46.07131058,45.86111271,45.95084098,45.42284374,45.01667987,45.27763188,44.94251094,44.73504941,44.2968962,44.14713968,43.94496757,43.36922878,43.30510295,43.05771297,43.06069694,42.84963195,43.18803433,42.85637944,42.76336774,,
Eritrea,Agricultural land (% of land area),35.676307305828196,35.71412071829515,35.86202647126872,35.95832467940969,36.03382189138767,36.1271796881718,36.16045761944053,36.23395498573568,36.28505116707489,36.22354576543172,36.2131956874185,36.3081521670793,36.40901968733921,36.409959073898676,36.351380988110144,36.405042428678414,36.511671995484576,36.6092387234141,36.66138601976212,36.731250519004405,36.79733564327313,36.845718422079294,36.83447451904405,36.977187023731275,37.045419916859025,37.08319639845374,37.17568044784141,37.263316862784144,37.23240737522467,37.165182638259914,36.83101538157575,37.44191663206799,73.26732673,73.32673267,73.33663366,72.65346535,72.87128713,73.93069307,73.93069307,74.55445545,74.57425743,74.57425743,74.92079208,61.99237287,62.15228042,62.57642772,62.56165384,62.5487919,62.70773589,62.71006105,62.69769087,62.70124772,62.71825925,62.72504375,62.69780167,62.70366146,62.70688595,62.7035294,62.70206281,62.72263717,62.72263717,,
Spain,Agricultural land (% of land area),66.48925527,66.49325703,66.3031734,65.53483533,65.41678338,64.34030974,64.7925087,64.34631238,65.08263636,64.26627716,65.39677458,65.16467246,64.5884189,64.18809405,63.88927807,63.08625418,63.23817912,63.01523432,62.76774633,62.54229483,62.47947784,62.4494454,61.6522836,61.32468365,61.49287202,61.28864328,61.2706231,61.22457152,61.47084735,61.01233381,60.81010732,60.62590101,60.13334935,60.43368573,59.5046452,60.34558706,60.18540766,59.98318116,59.62277751,59.65130261,59.21527722,58.95118628,58.39826927,58.23750952,58.43435052,57.34297968,56.10787201,56.41940658,56.09032206,55.08889822,54.04096983,53.86137822,53.44395354,53.13368385,53.18906218,52.57724736,52.63871383,52.40820971,52.45849173,52.33167922,52.48489412,,
Estonia,Agricultural land (% of land area),35.676307305828196,35.71412071829515,35.86202647126872,35.95832467940969,36.03382189138767,36.1271796881718,36.16045761944053,36.23395498573568,36.28505116707489,36.22354576543172,36.2131956874185,36.3081521670793,36.40901968733921,36.409959073898676,36.351380988110144,36.405042428678414,36.511671995484576,36.6092387234141,36.66138601976212,36.731250519004405,36.79733564327313,36.845718422079294,36.83447451904405,36.977187023731275,37.045419916859025,37.08319639845374,37.17568044784141,37.263316862784144,37.23240737522467,37.165182638259914,36.83101538157575,32.41330502,31.13941967,25.97310686,23.37815523,23.7084218,24.13305025,24.60485964,23.61405992,23.26020288,20.99551781,16.47086577,19.54942203,18.17409766,20.80443501,21.1960368,21.57584336,21.3918377,21.98159943,22.38263741,22.3165841,22.55012975,22.19921785,22.40625719,22.84334023,23.07338394,22.97076023,23.04093567,23.12046784,23.04093567,23.0877193,,
Ethiopia,Agricultural land (% of land area),52.53042688,52.90554042,53.02452316,52.9791099,53.2924614,53.37874659,53.45140781,53.56039964,53.76930064,53.72388738,53.89645777,54.06902816,54.0236149,53.97820163,53.93278837,53.88737511,53.86920981,53.85013624,53.83923706,53.69209809,53.46049046,53.22888283,52.99545867,52.57947321,52.39782016,52.12079927,51.79836512,51.56675749,51.33514986,51.1462307,51.00635786,50.9582198,30.54,30.472,30.5,30.5,30.492,30.449,30.557,30.534,30.559,30.498,31.607,29.32932773,29.76342988,30.31951014,31.07924394,30.58122141,30.99889291,31.61786145,32.18678248,32.33083576,32.51808342,32.70602388,32.89296018,33.07936603,33.26392822,33.58523429,33.83925761,34.09275178,34.19810622,,
European Union,Agricultural land (% of land area),52.65336831,52.60083679,52.45604254,52.27840376,52.09782222,52.00377856,51.94973543,51.74058318,51.73524228,51.31028227,50.74139281,50.56945363,50.38324413,50.25795683,50.11180686,49.96186411,49.90864556,49.89582086,49.76398254,49.63636586,49.54911909,49.48510293,49.1770099,49.1172255,49.0106444,48.90665061,48.85418077,48.61731147,48.49671167,48.32790433,47.71822516,47.11962073,47.20165879,47.09831255,46.67782376,46.57641911,46.41195042,46.2626394,46.2236024,45.712347,45.16572098,44.5769232,44.12388431,43.84281683,43.82473982,43.39857902,42.86534852,43.07182247,42.80342437,42.40434211,42.16269754,41.93049896,41.81678487,41.39490292,41.34955125,41.10369876,41.09412968,40.96751377,41.30309473,40.84980929,40.76177146,,
Fragile and conflict affected situations,Agricultural land (% of land area),31.03222899,31.10220564,31.15871739,31.19380772,31.22277764,31.23751762,31.27148588,31.34804196,31.42378199,31.42204788,31.47580545,31.56297024,31.58577895,31.58780558,31.61619701,31.68320289,31.7093687,31.74328734,31.8045449,31.87860484,31.87518748,31.90400557,31.94914541,31.95577612,32.0973673,32.30317436,32.39554526,32.58814191,32.66500715,32.79144971,32.91982081,34.20982077,33.55456371,33.76435444,34.00449885,34.15854112,34.25682709,34.31191531,34.39447004,34.49966975,34.64437554,34.73651143,34.99451222,34.82193356,35.18407024,35.32599017,35.49058865,35.49181845,35.62807278,35.82712866,36.00630838,36.05297321,36.22320404,36.33705858,36.41183392,36.52683469,36.64499519,36.72262437,36.75640112,36.81510887,36.84718291,,
Finland,Agricultural land (% of land area),9.080074855,9.143767031,9.214025411,9.276732657,9.328933977,9.3877015,9.433664927,9.47536032,9.079418234,8.943826127,8.876522538,8.58104337,8.477297351,8.553793624,8.58137168,8.575133786,8.52818543,8.487146656,8.429364063,8.325946354,8.262582488,8.167372534,8.044912834,7.963820217,7.907022555,7.857776027,7.905709314,7.791457369,7.832824453,7.856462786,7.960865426,7.900784661,7.825929939,7.918513411,7.367280607,7.281919958,7.058669031,7.196559309,7.227420467,7.281919958,7.295052365,7.341015792,7.37384681,7.396828524,7.465117043,7.56568347,7.546778914,7.556433037,7.556762093,7.541625535,7.524433183,7.519497186,7.431965514,7.460265228,7.480504097,7.485768813,7.469070808,7.475651487,7.481985984,7.468579325,7.461810042,,
Fiji,Agricultural land (% of land area),12.42474001,12.42474001,12.47947455,12.47947455,12.20580186,12.20580186,12.09633279,11.98686371,12.09633279,12.09633279,12.09633279,12.58894362,12.86261631,13.136289,13.40996169,14.23097975,14.77832512,15.3256705,15.59934319,15.87301587,16.42036125,16.96770662,17.515052,18.06239737,18.88341544,19.15708812,19.97810619,20.79912425,21.62014231,22.44116037,23.2074439,22.88998358,22.57252326,22.25506294,21.93760263,21.62014231,21.30268199,20.98522167,20.66776136,20.35030104,20.03284072,19.71538041,19.39792009,19.08045977,18.76299945,18.44553914,18.12807882,17.8106185,17.50410509,17.46579091,17.42747674,17.38916256,17.35084839,17.31253421,17.27422003,17.23590586,17.19759168,17.1592775,17.12096333,17.05528188,17.05528188,,
France,Agricultural land (% of land area),63.07732766,62.89652754,62.73946885,62.2920342,62.0947977,61.81172681,61.41542755,60.59178254,60.58265122,59.34444432,59.5782061,59.3809696,59.28052509,59.24765234,59.09241991,58.47879525,58.27607996,58.36921942,58.13728391,57.93274235,57.86882312,57.7939463,57.64601893,57.54192189,57.42138847,57.33555407,57.25885099,56.30371499,56.14099488,55.8705252,55.67347133,55.48974918,55.31990664,55.16211744,55.06222081,54.96378519,54.86023603,54.7513907,54.65843387,54.43607814,54.26422703,54.0768527,53.90833907,53.79871322,53.67550776,53.53360472,53.33892179,53.16359758,52.99886587,52.82792476,52.74081055,52.67908181,52.54923232,52.536083,52.46376176,52.4475461,52.4100669,52.34176533,52.27069693,52.14754628,52.14754628,,
Faroe Islands,Agricultural land (% of land area),69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14899713,69.14326648,69.12679083,69.12679083,69.12106017,69.12106017,69.12106017,69.12106017,69.15401146,69.15401146,69.15401146,69.15401146,69.15401146,69.15401146,69.15401146,69.06160458,69.0508596,69.05659026,69.05659026,69.05659026,69.06733524,69.06733524,69.01862464,69.01862464,69.00787966,69.00787966,70.32942899,70.12408759,,
"Micronesia, Fed. Sts.",Agricultural land (% of land area),35.676307305828196,35.71412071829515,35.86202647126872,35.95832467940969,36.03382189138767,36.1271796881718,36.16045761944053,36.23395498573568,36.28505116707489,36.22354576543172,36.2131956874185,36.3081521670793,36.40901968733921,36.409959073898676,36.351380988110144,36.405042428678414,36.511671995484576,36.6092387234141,36.66138601976212,36.731250519004405,36.79733564327313,36.845718422079294,36.83447451904405,36.977187023731275,37.045419916859025,37.08319639845374,37.17568044784141,37.263316862784144,37.23240737522467,37.165182638259914,7.857142857,7.857142857,7.857142857,7.857142857,7.857142857,7.857142857,7.857142857,7.857142857,7.857142857,7.857142857,7.857142857,7.857142857,7.857142857,7.857142857,7.857142857,7.857142857,7.857142857,7.857142857,7.142857143,7.142857143,7.142857143,7.142857143,7.142857143,7.142857143,7.142857143,7.142857143,7.142857143,7.142857143,7.142857143,7.142857143,7.142857143,,
Gabon,Agricultural land (% of land area),6.509799356,6.56801335,6.626227345,6.68444134,6.742655334,6.800869329,6.859083324,6.917297318,6.975511313,7.033725308,7.111343967,7.169557962,7.247176621,7.305390616,7.379128342,7.514960997,7.604222455,7.689602981,7.697364847,7.705126712,7.712888578,7.720650444,7.72841231,7.736174176,7.743936042,7.751697908,7.759459774,7.76722164,7.774983506,7.782745372,7.806659681,7.83057399,7.854488299,7.878402608,7.902316917,7.926231226,7.950145535,7.974059844,7.997974153,8.021888462,8.041522102,8.061155742,8.080789382,8.100423022,8.120056662,8.139690302,8.159323941,8.178957581,8.198591221,8.218224861,8.264338107,8.310451353,8.356564598,8.356564598,8.356564598,8.356564598,8.356564598,8.356564598,8.356564598,8.356564598,8.356564598,,
United Kingdom,Agricultural land (% of land area),81.84185508,81.75505311,81.62278345,81.44091266,80.95316827,80.80849833,80.82503203,80.29595337,80.10581573,77.91096598,77.88616542,77.52655727,77.27855165,77.03881288,76.81147439,76.74947299,76.42706568,76.37746456,76.26999545,76.34026371,75.72438309,75.56317943,75.29450668,75.2366387,75.09610218,74.93903195,74.88116397,76.15012607,75.66651511,75.24077212,74.9927665,74.69102633,72.47550944,71.95883107,71.83482826,72.31017236,72.68631422,72.40937461,71.17347993,70.11945604,70.07398834,70.16905717,70.08638862,70.47906419,70.08638862,73.73207126,72.9425867,73.0955235,71.6116232,71.19414707,70.94614145,71.02054313,71.30244286,71.22721448,70.83867234,71.71488364,72.19506675,71.71852023,72.4229988,71.34004919,71.15752904,,
Georgia,Agricultural land (% of land area),35.676307305828196,35.71412071829515,35.86202647126872,35.95832467940969,36.03382189138767,36.1271796881718,36.16045761944053,36.23395498573568,36.28505116707489,36.22354576543172,36.2131956874185,36.3081521670793,36.40901968733921,36.409959073898676,36.351380988110144,36.405042428678414,36.511671995484576,36.6092387234141,36.66138601976212,36.731250519004405,36.79733564327313,36.845718422079294,36.83447451904405,36.977187023731275,37.045419916859025,37.08319639845374,37.17568044784141,37.263316862784144,37.23240737522467,37.165182638259914,36.83101538157575,46.46711757,45.01367103,44.56756368,43.86242625,43.67534897,43.70413009,43.81925457,43.15728882,43.17167938,43.21485106,43.22924162,43.25802274,35.861275,36.26421068,36.23542956,36.221039,36.17786732,35.94761836,35.40077709,35.14750324,35.0410131,35.7763707,34.76759246,34.79781263,34.45100014,34.31860699,34.16606706,34.14304216,34.21931213,34.24809325,,
Ghana,Agricultural land (% of land area),51.41953063,51.41953063,51.41953063,51.41953063,51.41953063,51.41953063,51.41953063,51.41953063,51.41953063,51.41953063,51.41953063,51.41953063,51.41953063,51.41953063,51.8590138,51.8590138,51.8590138,52.29849697,52.29849697,52.29849697,52.29849697,53.14230465,53.107146,53.95095368,54.35527819,54.32011954,54.72444405,55.12876857,55.09360991,55.49793443,55.90225894,55.90225894,56.25384548,56.69332865,57.57229498,58.45126132,59.69365826,57.06781533,57.3945258,56.10231212,56.68467434,57.35466072,55.33589347,52.16477938,53.26351235,52.93043992,54.81344818,52.75890261,54.10242287,54.49783774,54.09091017,54.27765843,54.77312165,54.38452492,54.56409642,54.31107585,53.10698734,53.69403885,54.84738639,55.39301991,55.39301991,,
Gibraltar,Agricultural land (% of land area),35.676307305828196,35.71412071829515,35.86202647126872,35.95832467940969,36.03382189138767,36.1271796881718,36.16045761944053,36.23395498573568,36.28505116707489,36.22354576543172,36.2131956874185,36.3081521670793,36.40901968733921,36.409959073898676,36.351380988110144,36.405042428678414,36.511671995484576,36.6092387234141,36.66138601976212,36.731250519004405,36.79733564327313,36.845718422079294,36.83447451904405,36.977187023731275,37.045419916859025,37.08319639845374,37.17568044784141,37.263316862784144,37.23240737522467,37.165182638259914,36.83101538157575,37.44191663206799,37.55590754731225,37.502919021877474,37.46899779813439,37.472429675901196,37.52734041115019,37.55992149488933,37.61465490280237,37.63671917439608,37.584749701439215,37.54883561294117,37.48454476730588,37.27033668539216,37.198613834729414,37.16503030554864,37.05767127937354,37.139177010754864,37.15288566177432,37.15216503106225,37.202586984330736,37.173401399205424,37.147222810631774,37.105594586573645,37.252775316713176,37.266104913213184,37.325275585577515,37.27983116785659,37.28264490591473,37.257021238507754,37.252197227189924,,
Guinea,Agricultural land (% of land area),59.49861631,59.49454664,59.39687449,59.29920234,59.20559987,59.10792772,59.01025558,58.91258343,58.81491128,58.72130881,58.62363666,58.52596451,58.42829237,58.33468989,58.27771447,58.18004232,58.08237018,57.98469803,57.97248901,57.87481686,57.77714472,57.67947257,57.62249715,57.52889468,57.47191926,57.37424711,57.27657496,57.30506267,57.20739053,57.54924304,57.17483314,57.19925118,57.18704216,57.17076347,57.07309132,57.11785772,57.1219274,57.24808725,57.29285365,57.29692333,57.300993,57.3457594,57.43122253,57.47598893,57.46784958,57.50447664,57.70796028,57.95214065,57.99283738,58.19632102,58.19632102,58.6032883,59.01025558,59.14455478,59.19339085,59.27478431,59.39687449,59.50675566,59.53931304,59.5596614,59.57187042,,
"Gambia, The",Agricultural land (% of land area),51.77865613,51.87747036,51.97628458,52.07509881,52.17391304,52.27272727,52.47035573,52.47035573,52.66798419,52.76679842,53.06324111,53.55731225,54.0513834,56.71936759,56.12648221,56.02766798,56.71936759,57.41106719,56.32411067,55.63241107,57.80632411,59.88142292,58.00395257,56.62055336,56.62055336,57.31225296,57.80632411,59.09090909,57.11462451,57.50988142,57.50988142,54.15019763,54.0513834,55.03952569,55.03952569,55.03952569,55.03952569,56.02766798,56.02766798,50.0,47.82608696,48.51778656,46.54150198,47.23320158,47.92490119,49.01185771,49.01185771,55.92885375,61.46245059,63.63636364,63.63636364,63.63636364,63.63636364,63.63636364,63.63636364,63.63636364,62.64822134,62.64822134,62.64822134,62.64822134,62.64822134,,
Guinea-Bissau,Agricultural land (% of land area),17.41358464,17.41358464,17.41358464,17.41358464,17.41358464,17.41358464,17.76920341,17.76920341,17.76920341,17.76920341,17.76920341,17.76920341,17.9470128,18.12482219,18.12482219,18.12482219,18.16038407,18.16038407,18.19594595,18.30263158,18.55156472,19.01386913,19.36948791,20.32965861,20.61415363,19.44061166,19.26280228,18.9071835,20.22297297,20.57859175,20.71301565,20.71301565,21.4242532,21.77987198,22.08019203,22.38051209,22.68083215,22.9811522,23.28147226,23.58179232,23.88211238,24.18243243,24.48275249,24.78307255,25.0833926,25.38371266,25.68403272,25.98435277,26.28467283,26.58499289,26.88527738,27.18556188,27.48584637,27.78613087,28.08641536,28.38655761,28.68669986,28.98684211,28.98684211,28.98684211,28.98684211,,
Equatorial Guinea,Agricultural land (% of land area),5.235294118,5.16399287,5.128342246,5.057040998,5.021390374,4.950089127,4.914438503,4.843137255,4.807486631,4.736185383,4.700534759,4.629233512,4.593582888,4.52228164,4.486631016,4.415329768,4.379679144,4.308377897,4.272727273,4.201426025,4.165775401,4.094474153,4.058823529,3.844919786,3.844919786,3.844919786,3.844919786,3.844919786,3.844919786,3.702317291,3.702317291,3.737967914,3.666666667,3.666666667,3.666666667,3.702317291,3.737967914,3.666666667,3.666666667,3.666666667,3.666666667,3.666666667,3.666666667,3.666666667,3.671301248,3.675935829,3.68057041,3.685204991,3.689839572,3.694474153,3.699108734,3.703743316,3.708377897,3.713012478,3.717647059,3.72228164,3.726916221,3.731550802,3.736185383,3.740463458,3.740463458,,
Greece,Agricultural land (% of land area),69.12335144,69.06128782,69.9844841,69.75174554,67.32350659,70.51978278,70.69821567,70.93095423,70.93871218,71.02404965,71.02404965,71.06283941,70.93095423,70.91543832,70.73700543,70.71373157,70.69045772,71.17920869,71.2257564,71.21799845,71.4197052,71.4197052,71.23351435,71.44297905,71.24903026,71.21799845,71.19472459,71.2102405,71.48952676,71.54383243,71.09387122,71.11714507,71.06283941,71.14041893,71.09387122,71.15593483,69.70519783,68.13033359,67.26144298,66.16757176,65.46159814,64.72459271,64.01861908,62.68425136,62.10240497,61.0007758,60.14740109,59.4026377,58.65011637,58.09930178,57.37781226,56.50116369,55.49262995,48.10705974,48.09154383,47.60279286,46.96307836,46.11086424,45.5173623,45.5173623,45.5173623,,
Grenada,Agricultural land (% of land area),64.70588235,64.70588235,64.70588235,64.70588235,64.70588235,64.70588235,64.70588235,64.70588235,64.70588235,64.70588235,64.70588235,58.82352941,58.82352941,58.82352941,58.82352941,58.82352941,58.82352941,55.88235294,55.88235294,47.05882353,47.05882353,47.05882353,47.05882353,47.05882353,41.17647059,41.17647059,38.23529412,38.23529412,38.23529412,38.23529412,35.29411765,35.29411765,35.29411765,35.29411765,32.35294118,32.35294118,32.35294118,32.35294118,35.29411765,35.29411765,38.23529412,38.23529412,35.29411765,35.29411765,26.47058824,26.47058824,26.47058824,26.47058824,29.41176471,29.41176471,29.41176471,23.52941176,23.52941176,23.52941176,23.52941176,23.52941176,23.52941176,23.52941176,23.52941176,23.52941176,23.52941176,,
Greenland,Agricultural land (% of land area),0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.687737782,0.688615745,0.689493708,0.690371671,0.691249634,0.692127597,0.69300556,0.693883524,0.694761487,0.69563945,0.696517413,0.697395376,0.698273339,0.582044098,0.582775003,0.583505908,0.584236813,0.584967718,0.585698623,0.586429529,0.587160434,0.587891339,0.588622244,0.589353149,0.590084054,0.590814959,0.591545864,0.592276769,0.593007675,0.592203679,0.592228042,0.592276769,0.592301133,0.592301133,0.592301133,0.592301133,0.592301133,0.592301133,,
Guatemala,Agricultural land (% of land area),24.69204927,24.80403135,24.91601344,25.02799552,25.1399776,25.25195969,25.45726017,25.56924225,25.58790594,25.70921986,25.82120194,26.12915267,26.5304218,26.82904069,26.95035461,27.3422919,27.93019784,28.04217992,28.14483016,28.46211273,28.62075401,28.9660321,29.10600971,35.3210153,35.3210153,35.3210153,35.3210153,39.98693542,39.98693542,39.98693542,39.98693542,39.98693542,41.82530795,42.10526316,42.10526316,42.10526316,42.68784994,43.27043673,43.85302352,44.4356103,45.01819709,45.60078387,46.18327734,44.07428145,42.57185517,40.27110116,41.50802538,41.37737962,40.77640911,40.28742068,40.07838746,39.77603583,39.40836133,39.98600224,41.65733483,41.93542367,42.2135125,42.49160134,42.76969018,43.03844718,43.03844718,,
Guam,Agricultural land (% of land area),29.62962963,29.62962963,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,31.48148148,33.33333333,33.33333333,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,37.03703704,35.18518519,35.18518519,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,33.33333333,31.48148148,31.48148148,31.48148148,29.62962963,29.62962963,29.62962963,29.62962963,,
Guyana,Agricultural land (% of land area),6.908647247,6.908647247,6.908647247,6.908647247,6.908647247,6.934065375,6.934065375,6.944232627,6.944232627,6.969650755,6.969650755,6.984901632,6.995068883,6.995068883,7.000254001,6.752561341,6.504868174,6.257175514,6.009482855,5.761789688,5.514097028,5.266404369,5.018711201,5.043434087,5.052916942,5.072559309,5.082042164,5.091525019,5.111167386,5.120650241,5.130133096,5.139615443,5.149098298,5.158581153,5.17822352,5.192786386,5.202269241,5.211751588,5.221234442,5.235797308,5.255439675,5.26492253,5.274405385,5.283887732,5.293370587,5.293370587,5.293370587,5.293370587,5.293370587,5.293370587,5.293370587,5.293370587,5.293370587,5.293370587,5.293370587,5.293370587,5.293370587,5.293370587,5.293370587,5.293370587,5.298450597,,
High income,Agricultural land (% of land area),38.25293493,38.22257904,38.22737596,38.22822036,38.25548577,38.26141077,38.31993592,38.99317088,38.89208984,38.30004365,38.38161871,38.35680463,38.257004,38.29435539,38.2781071,38.31849805,38.03435897,38.09245086,37.98051168,38.02628823,38.01325322,37.93759812,37.70393462,37.91841837,38.05549986,37.66493818,37.74257526,37.90414285,37.89379997,37.93855763,37.82750042,37.86488982,37.84166323,38.21926528,38.16781028,38.28957111,38.26160455,38.5166748,38.38569026,38.39500468,38.35277266,38.02010997,37.74313462,36.46024792,36.87594617,36.77716458,36.38285508,36.07988206,35.81503242,35.446909,35.89141443,35.53095299,35.09609585,35.14142509,34.38590761,34.19505508,35.02137912,34.62119501,34.74151556,34.45985874,34.82685722,,
