Country Name,Indicator Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Mauritius,Renewable electricity output (% of total electricity output),31.15384615,30.1050175,32.68817204,27.70475228,22.80534351,26.84391081,25.9230165,24.51751251,27.63328999,20.75709779,29.64004499,28.72841444,27.58974359,27.23342939,27.34411085,25,22.25531915,22.39350913,23.23034806,23.63213038,24.32130904,20.21237642,20.7007508,20.60249307,20.2928158,22.72272272
Malawi,Renewable electricity output (% of total electricity output),98.05013928,98.04177546,97.98234552,84.36482085,84.15529906,84.25531915,81.56028369,82.50460405,82.50652742,82.51689189,84.25774878,85.95649392,85.96800122,87.33428208,85.94777891,85.78923505,85.74679224,86.78871846,89.87224145,90.68945652,91.05522721,90.85165849,91.3475557,91.03471503,91.30599757,91.30682899
Malaysia,Renewable electricity output (% of total electricity output),17.33142162,16.60138596,14.87431359,14.02746193,16.68542199,13.68615547,10.08829936,6.691083738,7.996903362,11.53557249,10.05847953,9.929097969,7.144877372,6.443308823,7.086432356,6.28016402,7.172436825,6.656343574,7.628756352,7.005853297,5.992659433,6.714368594,7.383484272,8.57764478,9.707802996,9.957168455
North America,Renewable electricity output (% of total electricity output),18.1782759,17.59866988,17.0180195,17.43083543,16.76851221,17.62531258,18.56748104,17.9159749,16.14106176,15.84340733,15.05492992,13.60714039,15.30073996,15.23761237,14.92196035,15.11586805,15.49954216,14.9365367,15.64238759,16.96674368,16.2898875,18.59055905,18.61499715,19.39997176,19.52780295,19.9474594
Namibia,Renewable electricity output (% of total electricity output),0,95.17638589,98.20512821,82.86203942,76.88787185,96.84030743,95.63269877,95.01557632,97.35034347,96.69148056,99.21819474,100,99.58012596,99.85925405,99.12980421,99.75903614,94.14694894,97.84263959,88.74045802,94.56375839,95.55555556,98.18181818,97.80888618,95.56724267,99.13217623,97.78645833
New Caledonia,Renewable electricity output (% of total electricity output),40.19180471,29.31623932,24.74977252,18.8976378,20.7957958,16.18374558,26.53198653,23.88451444,24.95285984,29.13580247,27.29483283,21.63100058,18.75357347,18.65756542,20.08343266,18.95910781,16.88034188,22.17030114,26.40646602,22.57189643,15.03893423,18.85861023,20.11049386,20.50910571,11.67348511,14.09470867
Niger,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873362445,0.917431193,0.892857143,1.315789474,1.167315175,1.023890785,0,0,0.902934537,0.902934537,0.753295669
Nigeria,Renewable electricity output (% of total electricity output),32.58560499,41.8648973,40.84535526,38.41433988,35.81224647,34.68499716,33.86074001,34.70248806,38.21719277,38.21244328,38.21552251,38.21627215,38.21768392,36.90051526,33.40061792,33.00055227,27.10082215,27.09983462,27.10090005,22.90033878,24.40182229,21.76148554,19.71364871,18.43991275,17.59131293,18.19512506
Nicaragua,Renewable electricity output (% of total electricity output),61.35895676,60.2521566,50.9456986,57.00288184,48.45360825,45.44474394,43.5022579,41.7603912,27.84642542,27.37765466,21.395151,19.8015873,24.58015267,27.05627706,27.72073922,34.61160275,30.05743459,28.99002494,35.52514133,30.90066609,37.00464608,33.9958159,42.81815927,52.3043687,53.86864597,50.05459707
Netherlands,Renewable electricity output (% of total electricity output),1.119942197,1.256990751,1.287909186,1.434699776,1.575118635,1.730999051,2.125891153,2.331172058,2.555012896,2.890913284,3.315817072,3.525404909,4.140402788,4.092214258,5.243345782,7.4508862,8.146064574,7.21057386,8.861759893,9.531097448,9.387943322,10.81228118,12.11446495,11.97511205,11.32104663,12.44208231
Norway,Renewable electricity output (% of total electricity output),99.79195961,99.80101842,99.81726894,99.80370537,99.64299387,99.66214558,99.49951288,99.57735262,99.61608163,99.5608691,99.71510971,99.52030463,99.5830774,99.39907565,99.35063166,99.4717476,99.31613074,99.13453626,99.40296182,96.57044259,95.7326474,96.49442114,97.95491121,97.70226925,97.65553085,97.70987062
Nepal,Renewable electricity output (% of total electricity output),99.88610478,96.56652361,94.69525959,93.35476956,91.98019802,96.90635452,96.72399672,90.84687767,90.48,95.46684709,98.37251356,99.03588645,99.81158738,99.82355536,99.4210091,99.36833794,99.52692868,99.67765043,99.6799431,99.58266453,99.90648379,99.94272623,99.46509009,99.71566676,99.97366342,100
Nauru,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609756098,0.497512438,0.512820513,0.469483568,0.442477876,0.432900433,0.421940928,0.411522634,0.398406375,0.398406375
New Zealand,Renewable electricity output (% of total electricity output),80.00619867,77.18945219,72.58770596,77.02407002,82.05216493,83.85280905,79.06396512,70.09350831,75.6460704,69.52428802,71.50100645,63.55503892,69.47746683,65.9955367,72.06184604,64.23617576,64.47869364,65.574932,64.25167043,71.70736198,73.18056298,76.04028505,71.8665281,74.25811223,79.20239053,80.08143875
OECD members,Renewable electricity output (% of total electricity output),17.51769948,17.15602382,17.03222209,17.68880871,16.77036853,17.31989415,17.30392555,17.08963982,16.31400299,16.09298403,15.85676004,15.06069768,15.37759608,15.17392979,15.47174696,15.50666442,15.91953101,15.76979367,16.71722769,17.74030279,18.06020796,19.47831413,20.45978784,21.68532935,22.51084722,23.33596346
Oman,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other small states,Renewable electricity output (% of total electricity output),16.36204443,20.07813508,19.52834853,19.60170827,19.03945424,20.36679645,19.91887991,19.54695762,20.42774018,22.2382284,22.8418002,22.81769473,22.89437998,21.91550753,21.10518285,22.10463469,23.64589512,25.12724184,28.35043292,29.36998877,27.97051544,26.40219987,26.19335033,26.53395445,25.12735052,25.8007305
Pakistan,Renewable electricity output (% of total electricity output),44.92607438,44.55886649,43.25343167,38.37617976,42.68135562,40.74301666,35.27780127,35.49191537,34.31099835,29.32198237,25.24223384,26.15076626,29.52419951,33.33415811,29.97932943,32.96200963,32.53438954,30.00909462,30.32658051,29.46086811,33.70380573,29.98948365,31.06059818,31.00618779,31.10255356,31.43034972
Panama,Renewable electricity output (% of total electricity output),85.26869598,74.40860215,66.72407854,74.26120114,71.97262719,69.13895993,79.00104603,72.17970871,51.61059413,68.86462882,70.43175772,49.21935988,64.59474778,51.00430416,66.01284499,64.3041016,60.17699115,57.69826518,62.07003891,56.68835864,57.1041582,52.68473536,62.93153551,57.92587631,55.79842791,65.32634033
Peru,Renewable electricity output (% of total electricity output),76.80330243,80.27206187,74.8513946,80.41599136,81.09164251,80.29608523,77.92959704,74.42469494,74.99327052,77.06932773,81.98754645,85.52314949,82.91406996,81.70912581,72.88806432,72.26950076,73.29483149,66.7100999,60.13259328,60.59096845,57.7208136,56.76006425,55.250319,53.93968648,52.36845558,52.73051336
Philippines,Renewable electricity output (% of total electricity output),45.42484901,42.50847986,39.1959799,40.24605892,39.97899642,36.84383007,36.93195742,33.43468101,33.62355092,44.49217996,42.89026275,37.2922423,35.64280851,33.41896487,33.73125793,32.3651599,36.02838878,31.59987251,33.9159172,32.58506807,26.29830829,28.65589222,28.44448101,26.40368825,25.59731822,25.41346632
Palau,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Papua New Guinea,Renewable electricity output (% of total electricity output),33.09352518,33.09352518,33.09352518,33.09352518,62.42236025,55.33672173,53.61000569,43.69230769,39.9724011,55.05861919,47.07121787,34.64830666,32.27036395,29.23222152,24.36801881,28.88307155,32.5567503,38.81598134,38.54700855,39.18531268,37.97851831,37.94326241,37.32731137,35.77194753,34.53065134,34.53065134
Poland,Renewable electricity output (% of total electricity output),1.095115872,1.136158158,1.238072647,1.175452841,1.338394826,1.426569957,1.461818491,1.512754107,1.799376292,1.679988,1.62878735,1.936390646,1.941768012,1.499910005,2.102261554,2.476200285,2.669129905,3.420235448,4.271217116,5.742418327,6.931102751,8.053678932,10.43775624,10.40531148,12.51861105,13.80239867
Pre-demographic dividend,Renewable electricity output (% of total electricity output),49.25488919,51.84223165,46.57361433,46.42244278,44.12560915,43.87866037,43.27607224,42.61634478,46.3362787,45.9193085,46.40653745,48.44198043,48.05661401,49.92593966,47.1959181,52.67541969,50.74518438,51.32347235,47.80554481,48.16007942,46.99040152,44.44989569,45.94719038,43.64742374,41.84985257,40.58964438
Puerto Rico,Renewable electricity output (% of total electricity output),1.74694285,1.787805931,1.774622893,0.797292647,0.254340374,0.53341868,0.737062206,0.464883779,0.515570221,0.724867485,0.733473916,0.941619586,0.949257853,1.086184568,0.571783717,0.552840317,0.569206718,0.665692483,0.674828049,0.733664666,0.573634108,0.673052147,0.698647422,1.39324421,1.627869883,1.837446479
"Korea, Dem. People's Rep.",Renewable electricity output (% of total electricity output),56.31768953,57.03422053,57.48987854,60.18099548,59.74025974,61.73913043,58.68544601,55.44041451,60,55.37634409,52.57731959,52.47524752,53.70145631,55.81483951,56.88799891,57.31494413,56.25139291,61.70143567,60.62486533,59.16599612,61.85376662,68.65702694,70.18091079,75.82369627,72.58920096,72.79609813
Portugal,Renewable electricity output (% of total electricity output),34.71526357,33.12365447,18.57003004,30.45498548,37.14495436,28.30074825,45.86105704,41.67936248,36.36106613,20.09134548,29.66891082,34.09504419,21.32092004,38.05378216,27.47005153,17.88343293,32.36577734,34.58290686,32.19791094,36.96495695,52.80773314,46.47510022,42.50043883,58.31915146,60.740199,47.52637429
Paraguay,Renewable electricity output (% of total electricity output),99.97425051,99.96252257,99.95947091,99.95546507,99.98077821,99.7182565,99.96653877,99.9783737,99.97838178,99.97113719,100,100,100,100,100,100,100,100,100,100,99.99815041,99.99826464,99.99501951,99.99503155,99.98914656,99.99820608
West Bank and Gaza,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific island small states,Renewable electricity output (% of total electricity output),61.17824773,60.35767511,43.90661812,41.98966408,43.08002013,39.278753,35.38271045,38.26885721,38.56511427,38.35487508,36.23395539,38.77500004,36.77172277,27.72661244,28.90743463,26.92210012,27.20430229,39.01755591,40.34843592,37.3632713,32.79349701,36.15390032,41.11567003,39.6695475,30.85407476,30.30156248
Post-demographic dividend,Renewable electricity output (% of total electricity output),16.39982219,16.16547622,15.93820345,16.52574685,15.83189125,16.29509129,16.29931014,16.18449057,15.54502121,15.35801545,15.13144036,14.38603399,14.60690457,14.48478244,14.64825439,14.71739056,15.05787653,14.97883653,15.85129801,17.02517929,17.21103519,18.54365557,19.55275222,20.93307627,21.72327646,22.38785436
French Polynesia,Renewable electricity output (% of total electricity output),18.60274914,17.95099338,28.70662461,29.41176471,28.95522388,36.10315186,35.2238806,35.1744186,46.90630151,34.53671233,33.33333333,24.02826855,22.68041237,26.0051495,28.01912908,28.51236133,30.45814307,32.4231441,29.79171848,29.10687703,34.20441298,29.98566015,28.02489944,27.16119062,31.71712689,32.01209739
Qatar,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,Renewable electricity output (% of total electricity output),17.74401717,25.68174216,21.59239782,23.01716057,23.66149158,28.16623359,25.6805216,30.65724085,35.31105129,36.06783672,28.45534717,27.70393198,29.32127524,24.05150526,29.23414574,34.02117382,29.28369778,25.94976732,26.51641111,26.93579952,33.48785034,26.31494056,25.39558308,34.42155255,41.6060857,39.7469737
Russian Federation,Renewable electricity output (% of total electricity output),15.33814104,15.69414031,17.0465566,18.14990447,20.00717812,20.42662271,18.12705781,18.80051466,19.19112939,18.99243743,18.72960564,19.56702383,18.26085783,17.07669458,18.95623747,18.20252976,17.49382461,17.52064093,15.91410503,17.64404648,16.12058881,15.80302393,15.56373111,17.17463022,16.5682512,15.85579515
Rwanda,Renewable electricity output (% of total electricity output),97.66081871,97.63313609,97.72727273,97.48427673,97.5308642,97.56097561,97.4025974,97.22222222,96.92307692,96.96969697,96.46017699,97.79789899,98,98.3277592,58.66388309,55.77249576,22.49560633,25.70426792,37.22365039,39.97584541,39.95019566,43.29956585,46.26090939,35.88129932,44.0581476,56.88782816
South Asia,Renewable electricity output (% of total electricity output),27.78885227,26.15613632,24.31774267,22.76626763,24.63525612,20.89126681,18.83407299,18.9550095,19.40491023,17.49088394,15.42246951,15.24930095,14.54301991,16.22762391,16.54982848,18.77667525,19.68432769,19.63285494,18.41713925,17.45449283,18.17933246,18.71975998,17.19476415,18.87131211,17.6182362,16.86779926
Saudi Arabia,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036808,0.000352092,0.000320712,0.000295564
Sudan,Renewable electricity output (% of total electricity output),63.23432343,62.49247441,66.64626683,64.70937129,60.33369214,52.14592275,52.06010664,49.02325581,53.05188199,49.93809327,46.04904632,44.64788732,41.61008729,34.67501491,31.92962215,32.95870361,30.3030303,28.89862577,26.57101344,49.73039593,82.70436058,76.48728563,70.14624841,80.8537534,78.34915612,64.53590864
Senegal,Renewable electricity output (% of total electricity output),4.656084656,4.540763674,4.27756654,4.339440694,4.205607477,4.06360424,3.906899418,3.718048025,3.618906942,3.576537911,3.304239401,3.276955603,12.91585127,18.34264432,14.92932862,12.6572327,11.84911849,8.320783133,9.777138749,10.21693492,10.72821847,10.69501745,9.826086957,10.41842179,10.41722746,10.41719343
Singapore,Renewable electricity output (% of total electricity output),0.540918926,1.44790497,1.386217042,1.2920578,1.175116313,1.101420608,1.01659751,0.91084839,0.863436123,0.829945799,0.773724933,1.429478074,1.364528041,1.400996264,1.301241477,1.250883207,1.209370722,1.183964214,1.258479756,1.298260089,1.305085867,1.327741319,1.358284899,1.546832329,1.662616444,1.820886641
Solomon Islands,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32755872,2.262630437
Sierra Leone,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,16.57866948,10.95890411,10.26785714,11.14206128,14.10684474,22.48803828,10.19417476,30,69.01481524,66.66085757,87.38205474,87.37759053,66.09951307,64.10973904,65.35694521,60.97560976
El Salvador,Renewable electricity output (% of total electricity output),93.19206492,73.70483239,75.86062133,68.19978441,58.94502701,57.82477341,68.50207223,53.40211935,53.43046358,64.19652552,58.06929227,54.18468583,51.38587611,57.25587703,54.64238116,58.24175824,57.38284704,56.20375151,62.51675603,56.30179558,65.04010695,62.92947559,60.23729357,60.4432398,59.69789491,57.8226749
San Marino,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,Renewable electricity output (% of total electricity output),23.12933477,28.86610985,31.08693269,32.40740741,32.40740741,35.36663186,40.89219331,34.07822721,34.09860347,41.06554924,35.14938489,35.43979505,33.51397604,27.85443646,29.50963222,32.98788178,30.05674187,27.46101231,25.96725584,27.94612795,31.77457713,22.79349884,25.68908794,26.06368063,32.98451235,26.90517356
Sub-Saharan Africa (excluding high income),Renewable electricity output (% of total electricity output),19.4864126,21.02275952,20.03376977,19.07230604,18.51157218,18.65890565,18.05836276,17.82783219,18.89032552,19.89484564,20.61020039,21.95952246,22.02518637,20.64643967,20.91841727,21.32164342,21.58572747,20.66448783,21.46276684,22.70744038,23.75070659,23.82217102,24.11060919,24.78300271,26.60151334,26.63744743
South Sudan,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449438202,0.423728814,0.409836066,0.606060606
Sub-Saharan Africa,Renewable electricity output (% of total electricity output),19.47787956,21.01329402,20.02438267,19.06310064,18.50224054,18.64958978,18.04940854,17.81849584,18.87967876,19.88270255,20.59720919,21.94570507,22.01033807,20.63263657,20.90509251,21.30802633,21.57118997,20.65004442,21.44771108,22.69095819,23.73298202,23.80355184,24.0912317,24.76409855,26.58124078,26.61663702
Small states,Renewable electricity output (% of total electricity output),14.85135391,17.75917367,16.65350448,16.80742552,16.04570608,16.80906726,16.4651976,16.12759513,16.73093943,18.12963329,19.73752471,19.67748637,19.61796949,18.51755466,17.9845039,18.72303033,20.46480753,22.27755834,25.56011603,26.37643508,25.26215927,23.91962726,23.90347298,24.20219809,22.93582254,23.41813144
Sao Tome and Principe,Renewable electricity output (% of total electricity output),53.33333333,53.33333333,46.66666667,43.75,35.29411765,33.33333333,31.57894737,30,27.27272727,28.57142857,26.05363985,18.18181818,19.36507937,22.89855072,16.62198391,10.14492754,18.60465116,22.22222222,16.84210526,13.46153846,8.391608392,8.928571429,8.322496749,8.333333333,10.44776119,10.47345768
Suriname,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,88.39590444,86.63967611,79.3768546,72.6109857,65.60056859,52.70092227,66.88396349,74.14790997,77.94544399,76.7816092,70.18561485,60.6355715,63.23529412,59.93589744,62.33944954,60.05314438
Slovak Republic,Renewable electricity output (% of total electricity output),7.37341648,5.803553027,8.337637741,14.41939777,17.10660696,18.46526411,16.60642728,16.22161019,16.58246541,15.91887564,14.98473927,15.94989955,16.82602757,11.55683212,13.54563362,14.91451901,15.36910819,17.68966012,15.86578581,18.94749026,21.62831343,17.6718043,19.32363739,22.28028337,22.94459997,22.67948333
Slovenia,Renewable electricity output (% of total electricity output),23.70620379,28.31136221,27.73007129,25.40599364,26.3590539,25.18392318,28.13050471,23.46690953,25.1238345,28.44216559,28.65531415,26.73855938,23.38676531,22.27930535,27.60133587,23.64887213,24.49884221,22.46227481,26.26989451,29.9152594,29.21562596,24.37951618,27.84280936,32.32336011,38.51890695,29.39191469
Sweden,Renewable electricity output (% of total electricity output),51.0001096,44.30087773,52.33321456,52.9243289,43.0287316,47.57877985,38.40158718,48.27754916,49.1828882,48.27432542,57.24673107,51.5616201,48.49693252,43.38265167,44.94933179,51.29416222,49.6007984,52.02690444,54.30904506,58.41995842,55.30176479,55.94460048,59.06774977,54.03349648,55.83768577,63.26274771
Eswatini,Renewable electricity output (% of total electricity output),42.30769231,48.68735084,48.68735084,48.68735084,48.68735084,49.41176471,49.41176471,44.44444444,44.29678848,41.54015402,40.94102619,45.24985187,43.09287074,31.18661258,29.19605078,39.09313725,35.73911453,38.11663143,37.05419176,47.42128646,51.47124506,50.94431881,43.79221615,40.65785012,53.2627866,46.57258065
Sint Maarten (Dutch part),Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.962057478,2.149944873,2.380952381
Syrian Arab Republic,Renewable electricity output (% of total electricity output),23.49496167,22.03793415,21.01576182,20.54122488,16.80937953,15.1022864,13.90327681,13.32513325,12.76052744,11.91989132,12.81278503,12.76579814,8.749509156,9.338705854,13.01555632,12.38013454,10.58123005,9.000569329,6.993637715,4.308672763,5.584642234,7.842809365,9.228006158,12.03176386,11.10741919,2.309714222
Turks and Caicos Islands,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Asia & Pacific (IDA & IBRD countries),Renewable electricity output (% of total electricity output),21.28478243,19.39114,18.51944631,18.63539518,18.59605544,19.46225543,17.97215014,17.25334084,17.86290768,17.21727209,17.34371733,19.19926055,17.77030563,15.43375971,16.25854424,16.08379634,15.72705348,15.40080689,17.64779566,17.75892835,18.22308336,16.86815863,19.80566511,20.09906884,22.17043677,23.29373303
Europe & Central Asia (IDA & IBRD countries),Renewable electricity output (% of total electricity output),14.00096384,14.96959725,15.70341235,17.3983356,18.90080172,19.24776445,18.74964228,18.79256084,19.7063464,19.38358779,18.16054388,18.02021195,17.83591338,16.956084,18.985764,18.41688463,17.70839503,16.53594748,15.85585755,17.56446771,18.42344391,16.96803199,17.29151047,19.20246373,18.19499148,19.14886207
Togo,Renewable electricity output (% of total electricity output),60.12658228,68.19787986,76.64670659,79.58477509,59.91902834,82.52427184,79.83193277,64.58333333,57.14285714,48.13084112,57.14285714,40.6504065,57.23684211,70.45454545,44.62365591,40.21164021,42.53393665,52.04081633,75.6097561,75,54.18994413,86.71875,84.68468468,81.72043011,86.20689655,75.30864198
Thailand,Renewable electricity output (% of total electricity output),11.26403477,9.140181329,7.424077901,5.840049206,6.343341248,8.742179988,9.129360433,8.093235793,6.105361347,4.888992548,6.811006804,6.636399141,7.484428463,7.224981408,5.823729191,5.544755176,6.917155584,6.91389195,6.597886397,6.897179131,5.60988453,8.047900199,8.390870733,8.277930019,8.514534749,8.538478848
Tajikistan,Renewable electricity output (% of total electricity output),90.92913039,93.27191037,94.68553085,96.4883603,98.28642092,98.45531197,98.42650378,97.91503035,98.10705866,97.65778312,98.44177722,98.77624809,99.0981571,98.95208674,99.07828513,99.28028087,98.61824624,97.82782668,97.85099399,98.65359558,99.78703985,99.76598103,99.56403912,99.74291557,99.02865469,98.4733714
Turkmenistan,Renewable electricity output (% of total electricity output),4.791238877,4.697986577,0.030342107,0.039566353,0.038109756,0.040816327,0.04950495,0.052642662,0.063721325,0.056433409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latin America & the Caribbean (IDA & IBRD countries),Renewable electricity output (% of total electricity output),67.7198819,67.55812852,67.58901439,68.958465,67.87664228,67.62670184,67.33984896,66.26171973,63.84807573,62.86064786,62.81211489,59.40519291,59.9811875,58.84491951,59.01786895,59.92190616,60.33097327,59.72494018,58.79442156,59.30563565,58.34031035,59.29933616,56.60351149,54.83909054,54.6158949,53.24438908
Timor-Leste,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle East & North Africa (IDA & IBRD countries),Renewable electricity output (% of total electricity output),12.52605555,11.76102418,11.79674805,11.30379946,9.873616361,9.429316455,9.514204643,9.005341789,8.547948336,7.690999028,6.666754647,7.182560256,6.710465983,7.652324818,7.266325635,9.136004487,8.843446537,8.661121625,5.197202417,5.272211129,5.887490408,5.833884997,5.811754224,6.246783224,5.407066183,5.095515909
Tonga,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.845215989,4.578361834,5.907409079
South Asia (IDA & IBRD),Renewable electricity output (% of total electricity output),27.78885227,26.15613632,24.31774267,22.76626763,24.63525612,20.89126681,18.83407299,18.9550095,19.40491023,17.49088394,15.42246951,15.24930095,14.54301991,16.22762391,16.54982848,18.77667525,19.68432769,19.63285494,18.41713925,17.45449283,18.17933246,18.71975998,17.19476415,18.87131211,17.6182362,16.86779926
Sub-Saharan Africa (IDA & IBRD countries),Renewable electricity output (% of total electricity output),19.47787956,21.01329402,20.02438267,19.06310064,18.50224054,18.64958978,18.04940854,17.81849584,18.87967876,19.88270255,20.59720919,21.94570507,22.01033807,20.63263657,20.90509251,21.30802633,21.57118997,20.65004442,21.44771108,22.69095819,23.73298202,23.80355184,24.0912317,24.76409855,26.58124078,26.61663702
Trinidad and Tobago,Renewable electricity output (% of total electricity output),0.866648029,0.672043011,0.754527163,0.733560388,0.786434013,0.766194567,0.37436688,0.360866079,0.348229832,0.343053173,0.366367467,0.513819986,0.460666194,0.186422246,0.357698289,0.311703032,0.625869263,0.247524752,0.258698745,0.242254239,0,0,0,0,0,0
Tunisia,Renewable electricity output (% of total electricity output),0.791602134,1.824212272,1.047927262,0.966037736,0.56753689,0.508540879,0.845212565,0.518684428,0.792515135,0.900270081,0.821064553,0.684691011,0.793851871,1.762621789,1.658291457,1.476976542,0.995329607,0.66962661,0.48040103,1.153947023,1.160517957,1.000181851,1.721942307,2.333931777,3.062021559,2.835942265
Turkiye,Renewable electricity output (% of total electricity output),40.36633474,37.84815589,39.62608773,46.18063083,39.21808966,41.56550373,42.94132529,38.9105096,38.33474447,29.98282377,24.93876179,19.83784885,26.2488408,25.29431431,30.73099842,24.54246832,25.25368834,19.0318337,17.34772047,19.57836273,26.37778872,25.32684084,27.23051742,28.8231718,20.88719375,31.95662056
Tuvalu,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.16901408
Tanzania,Renewable electricity output (% of total electricity output),95.14742015,94.73106476,90.85903084,88.84816754,84.16619876,79.98960499,86.27838105,75.50807712,96.65116279,93.7147811,86.36731392,94.7935368,96.24911536,95.86310643,60.24565608,50.0140647,41.67633411,60.37284895,60.42378674,55.78991774,51.6875237,39.79972511,32.18822687,29.50681703,42.2897572,34.15409055
Uganda,Renewable electricity output (% of total electricity output),99.35400517,99.40047962,99.44134078,99.41060904,99.5269631,99.54421149,99.57264957,99.60254372,99.51342019,99.55176403,99.60814056,99.61709486,99.64514652,99.65597603,99.88672639,96.38490165,76.67079208,72.29902714,70.83434925,59.60593395,54.84343825,61.11237059,87.00017191,96.26767366,91.35896353,92.95052698
Ukraine,Renewable electricity output (% of total electricity output),3.520791894,4.205166142,3.124244502,4.805666324,5.977909656,5.135150474,4.722488169,5.542496598,9.11807977,8.332364025,6.58613059,6.972101179,5.559076349,5.143500843,6.474756908,6.670324291,6.686746053,5.39360309,6.138037033,6.979650845,7.091638952,5.745121776,5.663354557,7.800997388,5.587031186,4.381646803
Upper middle income,Renewable electricity output (% of total electricity output),24.65846009,24.6668599,25.05844273,26.43249775,27.09773254,27.81668921,26.91604304,26.76324154,27.0191547,26.2294953,25.7451203,25.30065771,24.71657303,22.94609175,23.65228288,23.28908025,22.62388963,21.81297467,22.60195354,23.03372804,23.32861223,22.11588333,23.62268685,23.6942632,24.66961967,25.54383731
Uruguay,Renewable electricity output (% of total electricity output),94.94895218,87.90425987,89.76289471,92.22862873,98.79249245,93.5468527,87.09145427,91.1723559,96.12249164,77.1059216,93.38429099,99.79459459,99.67725143,99.87177993,81.5847645,87.50325436,64.87448816,87.05707617,60.90774319,68.73801737,87.6216462,72.04176334,61.74388978,80.85234094,90.72608529,88.55895197
United States,Renewable electricity output (% of total electricity output),11.52864685,10.75741423,9.916110117,10.48432561,9.747235524,10.80108499,11.58145005,10.97782813,9.608584982,9.069200581,8.205996942,6.783992314,8.646361178,8.889376121,8.630185532,8.578465534,9.244631183,8.367763936,9.003541347,10.29184507,10.12035515,12.22571352,12.00739706,12.63791912,12.95382709,13.22859321
Uzbekistan,Renewable electricity output (% of total electricity output),11.80292943,11.13449645,12.33721593,14.97080307,14.9707113,13.04027143,14.3662344,12.54397012,12.54466231,12.54518205,12.54481052,12.54560997,12.54512269,15.42510121,18.02,17.54065041,17.98900236,13.07456588,22.99595142,18.67867868,20.9787234,19.54198473,21.35238095,21.32841328,21.35379061,20.65293296
St. Vincent and the Grenadines,Renewable electricity output (% of total electricity output),47.05882353,24.52830189,35.0877193,37.09677419,32.8125,29.36288089,27.63157895,27.680798,25.93896714,19.44134078,26.55246253,18.72469636,21.61100196,19.13123845,22.45236123,19.36218679,17.274758,16.08788094,17.02586207,18.35443038,17.5,21.37341423,17.98043728,17.98561151,15.87503175,15.6626506
"Venezuela, RB",Renewable electricity output (% of total electricity output),62.34385799,70.32540221,70.09341637,68.42985212,72.00685191,70.05146638,71.23749802,73.35938,71.59649947,75.16465525,73.74840215,67.06798788,64.81513739,65.83572609,71.10459453,73.28342063,73.89831736,72.72225822,72.79395123,71.88660311,67.49000132,70.9302227,67.41140786,67.8345242,68.26270423,63.6950421
