Country Name,Indicator Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Fiji,Renewable electricity output (% of total electricity output),82.44111349,81.56779661,81.22362869,79.34782609,78.40466926,70.67665441,61.76971235,66.19939738,66.2329553,64.35705181,60.23105021,63.76941153,58.85018105,42.33162683,45.01957122,41.15715192,40.62578869,61.22454838,64.94264003,60.12952078,50.29389261,57.59392715,66.23115866,62.12769679,47.16629815,45.01588482
France,Renewable electricity output (% of total electricity output),13.36987864,13.22019787,15.45397827,14.23835419,17.05819513,15.36112508,13.44862126,13.26453416,12.76785749,14.4667397,12.96787647,14.25637189,11.59727616,11.23001795,11.24298852,9.860646697,10.94757583,11.69092631,12.97920893,13.12716357,13.85735931,11.57474725,14.82735407,17.04528624,16.45590494,15.85766663
Faroe Islands,Renewable electricity output (% of total electricity output),35.5450237,36.94581281,42.21105528,41.24917555,43.75,44,39.01098901,42.07650273,40.83769634,35.14851485,36.15023474,33.18965517,40.66390041,35.74297189,40.96385542,44.48979592,44.61538462,44.61893644,39.46249307,38.98369676,28.8986539,39.08370855,37.9151861,38.43621596,50.80758438,60.07143561
"Micronesia, Fed. Sts.",Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0.223214286,0.221975583,0.224971879,0.221975583,0.204498978,0.197044335,0.208333333,0.268096515,0.283687943,0.290528762,0.613967767,0.859722023,0.871712916,1.083423619,1.060927554,1.492537313,1.530389156,1.601164483
Gabon,Renewable electricity output (% of total electricity output),72.39263804,72.58883249,72.50755287,71.87187187,70.82551595,70.23705004,64.00329489,64.96815287,60.98287416,63.10240964,61.59695817,62.89978678,62.75303644,59.12646675,58.50649351,52.09656925,57.23723724,46.65513264,49.50603732,52.01965066,47.33850129,41.59725625,42.51386322,44.99045802,40.34034034,43.74412041
United Kingdom,Renewable electricity output (% of total electricity output),1.828767447,1.656439045,2.005661571,1.777625791,2.139841981,2.066534532,1.627480225,1.989231915,2.395320692,2.632717317,2.663105175,2.497332413,2.893173338,2.684947302,3.613032166,4.283481612,4.602089317,5.01029338,5.677052205,6.766808463,6.812813426,9.489053101,11.42396018,14.98848014,19.26285368,24.84005042
Georgia,Renewable electricity output (% of total electricity output),55.20985136,57.1351601,58.31091985,63.1468197,61.42960813,63.80917341,83.48406846,84.41993578,83.06609308,83.84745542,78.93318966,79.89044255,93.24789858,91.1452514,87.36279607,85.8125774,72.93810896,81.82909265,84.72731575,86.6090208,92.52271829,77.39846969,74.50232078,82.22487325,80.36833478,78.03932429
Ghana,Renewable electricity output (% of total electricity output),100,100,100,99.65151275,99.54173486,99.68933944,99.96982043,99.49172234,77.53036437,83.58667529,91.49937699,84.09466853,69.24240341,66.06596396,87.44825302,82.92575133,66.65480427,53.4107194,74.42335416,76.76936816,68.81085866,67.50892857,67.12408516,63.98881206,64.73038648,50.89200244
Gibraltar,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,Renewable electricity output (% of total electricity output),33.78378378,34.03441683,34.28571429,34.33962264,34.58646617,34.45065177,43.78980892,44.79004666,51.56054931,52.75397797,55.96933187,57.26141079,58.62068966,46.34994206,61.46179402,62.45259166,63.15068493,68.18757921,62.73764259,62.34817814,76.37972647,74.75640563,67.37637363,73.71961474,59.76979225,78.75156502
"Gambia, The",Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,Renewable electricity output (% of total electricity output),6.872852234,10.52631579,14.03508772,15.625,18.18181818,20.58823529,22.58064516,25.92592593,20.58823529,17.5,13.91650099,41.93548387,41.93548387,39.39393939,31.96721311,24.52830189,19.59798995,15.05791506,12.22570533,10.86350975,3.414634146,3.414634146,3.414634146,4.347826087,57.82747604,57.82747604
Greece,Renewable electricity output (% of total electricity output),5.092739037,8.675824637,5.942243116,6.109552403,6.530298903,8.629748904,10.34165665,9.050170932,8.200519706,9.626480413,7.756668226,5.524154043,6.630827695,10.17528711,10.06240117,10.77961196,12.76026521,7.325668543,9.139750763,13.39738763,18.34155525,13.76157642,16.70369091,25.12343734,24.18806984,28.65578326
Grenada,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenland,Renewable electricity output (% of total electricity output),0,0,0,26.58730159,60.37735849,60.2189781,60.21505376,56.93430657,58.36298932,58.02301963,57.3968467,55.45774648,58.4244373,58.02389409,57.81862007,58.34530307,56.33438667,56.03187689,55.2715655,63.27275026,71.39526857,74.83559969,75.02783359,79.84321182,81.19814356,81.29152578
Guatemala,Renewable electricity output (% of total electricity output),91.62854529,89.5888014,62.75121275,66.27260083,65.26655897,66.4399093,68.64431919,68.22241429,55.72262118,57.01331275,51.71957672,47.97677992,41.73800678,49.21421492,44.77961253,47.48415952,51.95934362,47.62448607,55.4140858,49.11020228,63.84797031,64.43742512,66.88270293,67.16733871,68.57409133,60.39066739
Guam,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guyana,Renewable electricity output (% of total electricity output),1.602564103,2,2.145922747,2.083333333,0.881834215,0.872600349,0.726849833,0.631313131,0.585480094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High income,Renewable electricity output (% of total electricity output),16.52629935,16.23354223,16.02260712,16.4710265,15.71565947,16.14741637,16.03845096,15.95665453,15.25419286,14.98053516,14.79042642,14.11435135,14.32390206,14.09733843,14.22738726,14.33962446,14.60876005,14.55699467,15.36254736,16.41767762,16.55515948,17.78590094,18.68233722,19.91045888,20.72046188,21.25753492
"Hong Kong SAR, China",Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002589533,0.002567262,0.002631995,0.002581844,0.242269518,0.204561727,0.234270415,0.242606875,0.26560425,0.278727321
Honduras,Renewable electricity output (% of total electricity output),98.27511859,98.55072464,93.55527102,88.1342701,77.81584582,61.32697947,66.48190414,66.48596939,56.31039531,62.14722141,61.91128149,49.25334706,39.96590356,39.17548501,29.96702391,32.94663573,36.92821369,37.60063141,37.99053291,44.75471698,47.80876494,46.7790409,49.30232558,46.7550161,43.82931077,42.2755159
Heavily indebted poor countries (HIPC),Renewable electricity output (% of total electricity output),83.05555323,84.10579005,82.05264879,81.66080392,78.64368169,77.16830593,76.25561454,74.41077272,71.89828099,73.46873079,74.69294725,73.85276921,71.60231023,70.07682002,69.86023157,68.75817509,67.03885573,65.86914335,66.4884073,68.45867106,69.20818945,68.18452711,67.28142713,67.67199388,67.04826055,63.42129178
Croatia,Renewable electricity output (% of total electricity output),45.55285809,65.88748462,48.92159065,47.77289837,62.01983358,61.36265632,70.45556252,57.18472209,52.65409464,56.53078524,57.30267247,56.22895623,46.05273514,41.37355973,54.92552349,54.07061346,51.43542521,37.80789159,45.70847352,56.00598355,62.84130846,47.03842049,49.67431323,66.50175665,73.95802322,66.82683752
Haiti,Renewable electricity output (% of total electricity output),79.39698492,74.57264957,75.88652482,75.27472527,82.91814947,51.11111111,44.95867769,33.05785124,46.15384615,58.02292264,51.73674589,47.64309764,47.53199269,47.6635514,47.53199269,47.6618705,47.54385965,32.90598291,37.24279835,28.71012483,30.15332198,12.83138918,20.09090909,13.36492891,8.712487899,7.996146435
Hungary,Renewable electricity output (% of total electricity output),0.685750457,0.727563996,0.643837778,0.622816345,0.614650157,0.643776824,0.732402394,0.759951408,0.578112396,0.65024318,0.690517462,0.705753124,0.655474735,0.984038659,2.776788893,5.229891487,4.163529379,4.712212212,5.888819488,8.062270246,8.081132429,7.518254255,7.639670853,9.203142536,10.6831791,10.58269066
IBRD only,Renewable electricity output (% of total electricity output),22.9905015,23.41764828,23.69393222,24.7799123,25.55006538,25.69144862,24.87950535,24.74476145,25.11156701,24.30886467,23.69176874,23.37688974,22.68408538,21.41404503,22.15747012,22.28981489,21.88006939,21.1922715,21.58258442,21.91013294,22.09592864,21.26589699,22.23484529,22.6252488,23.30549903,23.6809579
IDA & IBRD total,Renewable electricity output (% of total electricity output),24.28815321,24.70283491,24.94684485,25.96208723,26.74212772,26.73485534,25.91808652,25.69219691,26.02662419,25.28687378,24.63851141,24.34092018,23.67371373,22.49731945,23.14967415,23.27498967,22.82446118,22.06748841,22.43435961,22.71521639,22.93550357,22.10038641,23.04022444,23.41927471,24.07945892,24.43053555
IDA total,Renewable electricity output (% of total electricity output),47.0661167,47.39296962,47.0261751,47.15616837,47.90304726,45.30871661,44.62542304,42.97567259,42.54951109,42.73685374,41.57129837,41.31233527,41.08636107,42.48214949,41.47831367,41.79870626,41.15295242,40.12544829,40.70854204,39.98387869,41.48075785,41.3807781,42.08861513,42.57328357,42.82995251,42.2242203
IDA blend,Renewable electricity output (% of total electricity output),31.39400416,32.02957835,33.35660845,32.05774981,34.02843751,32.82358737,31.46296292,30.89430621,30.78472708,28.90952529,26.37775116,26.92415129,29.3029983,32.75308218,31.3131942,32.33958231,32.23449504,29.87228619,32.66637643,30.11360787,33.19272936,30.48882619,31.64155819,31.01297826,31.53696615,31.60527279
Indonesia,Renewable electricity output (% of total electricity output),20.9171335,20.55704339,23.83831571,19.7753304,15.65676233,16.4630953,15.53068336,10.33942139,15.76539635,14.12326136,15.95606751,17.47486519,14.9532883,13.6385363,13.60651781,13.60553286,12.2587772,12.9038839,13.31583247,13.2330616,15.85402492,11.99289052,11.23681448,12.27016017,11.47510049,10.65115563
IDA only,Renewable electricity output (% of total electricity output),66.94715414,66.68537598,65.2173101,66.73146573,65.48588668,60.95630726,60.32838993,57.5847179,56.1706316,57.40409942,56.50202678,55.45483424,53.15228323,52.4438569,51.70881967,51.03973472,49.55861044,49.12069588,47.43433113,48.00961767,48.13127746,49.95250617,50.26669516,51.94483467,52.0128548,50.58059334
Isle of Man,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,2.097902098,1.598332175,1.743264659,0.598251266,0.884955752,0.454447089,0.635930048,0.638257931,0.602530629,0.621740874,1.486988848,0.793650794,0.793650794,0.833002777
India,Renewable electricity output (% of total electricity output),24.48929396,22.80740221,20.75265214,19.55881334,21.21909967,17.26053911,15.76729394,16.01513081,16.70110829,15.25807575,13.59094803,13.20704353,12.05516116,13.46942476,14.4825005,16.61901808,17.54042472,17.86408569,16.50983374,15.66005525,16.04374444,17.31696286,15.73297336,17.34931383,16.25383982,15.34305035
Not classified,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,Renewable electricity output (% of total electricity output),4.898446834,4.996651038,5.209125475,4.830020435,5.579985738,4.141104294,4.032769556,4.108893291,5.603985056,5.164254537,5.005702699,4.169373173,5.562935233,4.577450625,5.528455285,7.308983064,9.127452427,10.03339678,11.99679016,14.69346877,13.23111868,19.96392284,19.36553554,22.0058651,24.75976441,27.96540802
"Iran, Islamic Rep.",Renewable electricity output (% of total electricity output),10.29237589,11.00333718,13.87675462,12.89039945,9.0927966,8.576034643,8.134966489,7.087403467,6.80429908,4.419703104,3.037843271,3.910769018,5.72862754,7.229753441,6.394756707,9.080342303,9.544742114,8.887864853,2.423437281,3.369923657,4.163393559,5.122640095,4.985527537,5.707720798,5.195386896,5.104887878
Iraq,Renewable electricity output (% of total electricity output),10.83333333,4.324843825,2.766798419,2.281368821,2,1.916417308,1.897406877,1.915026863,1.916303118,1.916801318,1.915360502,1.916219652,1.5267401,1.527875794,1.526552098,19.73684211,18.02323862,17.25787526,9.447516808,8.526435385,9.746871677,6.30206111,9.544091442,8.142480572,4.325050171,3.731754737
Iceland,Renewable electricity output (% of total electricity output),99.86696231,99.84423676,99.86801584,99.89422467,99.89539749,99.81931339,99.90240094,99.92839241,99.92039484,99.93043962,99.93492972,99.9502054,99.92870722,99.92941176,99.95361243,99.9424361,99.95971803,99.97495199,99.9878545,99.98811928,99.98827598,99.98837952,99.98290501,99.97240009,99.98344645,99.97872227
Israel,Renewable electricity output (% of total electricity output),0.014355441,0.027888817,0.115335667,0.099942341,0.080917534,0.082169269,0.073775783,0.071225071,0.065867475,0.084151473,0.072665901,0.045505222,0.07032967,0.091409621,0.082489054,0.080243611,0.049448159,0.0446163,0.056138381,0.179973822,0.290146951,0.50436502,0.768217386,0.931150321,1.514478812,1.89020023
Italy,Renewable electricity output (% of total electricity output),16.37602218,20.84651337,20.55391884,20.57976291,21.08944653,17.46600158,19.30801427,18.74300271,18.32252469,19.79325375,18.84819275,19.98867206,17.40880331,16.37080041,18.21338373,16.31821857,16.45644494,15.48072493,18.55119336,24.01893631,25.76035987,27.59472872,31.02039032,38.90534856,43.39160638,38.67922518
Jamaica,Renewable electricity output (% of total electricity output),7.567127746,6.735751295,4.47611903,5.249274598,5.507853403,5.163835992,5.879430275,5.931254996,4.922839506,4.8267514,4.844081138,3.455528846,2.249783675,2.518891688,3.283912983,3.691727297,3.947544494,4.969979987,6.13931523,7.366984993,7.685185185,8.726523133,10.92415871,9.842223892,9.796314258,10.26200873
Jordan,Renewable electricity output (% of total electricity output),0.329851567,0.214822771,0.361827227,0.483091787,0.295508274,0.338319088,0.379663255,0.319284802,0.23721275,0.240079085,0.569491525,0.67558617,0.750122971,0.625469102,0.691424111,0.673296043,0.539568345,0.569186986,0.534759358,0.483464126,0.494010963,0.450604219,0.421788383,0.370735098,0.362239297,0.967708005
Japan,Renewable electricity output (% of total electricity output),11.25473751,11.85673487,10.16288776,11.45452775,7.993026253,9.416323187,9.146209229,9.85379466,9.929944802,9.224743268,9.116049011,8.965438076,8.708705683,10.02210957,9.795827169,8.407113732,9.449098226,8.201786899,8.789326611,9.145716508,10.53177716,11.4628446,11.19424738,12.20529179,14.05935936,15.98478072
Kazakhstan,Renewable electricity output (% of total electricity output),8.429943121,8.373650912,8.302197071,9.850989102,13.82441978,12.49756229,12.41742606,12.49807692,12.49567606,12.91001726,14.67344712,14.21284978,15.23773611,13.50483826,12.03525282,11.57899391,10.84053198,10.66738035,9.287039227,8.739677296,9.706458873,9.10424318,8.231250741,7.505383854,7.877755358,8.874027877
Kenya,Renewable electricity output (% of total electricity output),92.85935085,95.34071054,95.71303587,96.37721239,94.26386233,89.83133708,90.50292398,83.43353373,81.98354266,66.38067284,46.9795307,66.59282233,78.0167778,83.61411953,74.98603092,71.66236003,70.34087289,71.60055564,63.13069909,55.29151292,69.06951582,66.87298517,74.77653973,69.28796755,81.48628213,87.51424723
Kyrgyz Republic,Renewable electricity output (% of total electricity output),63.47571828,63.9740491,66.71984916,79.32419453,89.58508443,77.82989149,77.91340835,76.54182709,79.83139301,85.90024761,85.89511754,85.90766079,85.90840463,85.906854,85.8794003,85.8773756,85.8775735,85.87997303,85.87666469,92.18623116,91.80165289,93.27747724,93.47969409,93.47655414,91.2572056,85.18802763
Cambodia,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0.223214286,0.196463654,4.120879121,6.422018349,5.153374233,6.12033195,5.767599661,4.557640751,4.385964912,5.371248025,5.5,7.075471698,37.65690377,57.93025872,61.13651208,46.41801228
Kiribati,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.272727273
St. Kitts and Nevis,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.632794457,2.471910112,3.581267218,4.090909091,4.654315409,4.571682202
"Korea, Rep.",Renewable electricity output (% of total electricity output),6.037714362,3.078892764,2.491077457,2.957318139,1.452115427,1.662811432,1.396806594,1.303384748,2.010006063,1.806906739,1.424828265,1.377382843,1.041224485,1.492754763,1.26318833,1.044669145,0.99883163,1.069956915,0.985727672,1.037690734,1.245374639,1.438122653,1.335945078,1.632858702,1.566868059,1.894666312
Kuwait,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latin America & Caribbean (excluding high income),Renewable electricity output (% of total electricity output),67.15519153,65.88466531,65.65744497,67.47715503,66.02995493,66.17008532,66.26759789,64.72323221,62.79643889,62.05638934,61.48067636,57.87778774,58.64132688,57.74080975,57.75750434,58.12017834,58.62128913,58.4617229,57.50165425,58.01500451,57.74939283,58.80998755,56.2530025,54.10937833,53.30659449,52.09505547
Lao PDR,Renewable electricity output (% of total electricity output),94.87756994,94.88011913,94.58991696,95.53415504,96.53658677,96.18790744,96.66882754,96.59200462,92.45806782,91.47560342,90.90883803,90.75504913,90.5991808,90.90390161,100,100,100,100,100,100,100,100,100,99.96518734,99.96674873,86.36999958
Lebanon,Renewable electricity output (% of total electricity output),33.33333333,18.66666667,19.09307876,15.78947368,15.76003086,13.57697406,11.45728643,10.58132707,7.724097215,3.320996299,4.640826873,3.303243726,5.828748281,10.83207502,9.070294785,8.477186158,6.024096386,4.860822601,2.802193674,4.516738073,5.339867617,4.919034525,6.792121948,7.256819352,1.075089127,2.603826919
Liberia,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Libya,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Lucia,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latin America & Caribbean,Renewable electricity output (% of total electricity output),64.20998651,64.35620344,64.57804906,65.91075917,64.85376096,64.63156296,64.42546273,63.39648066,61.23470597,60.19141783,60.25533661,56.92901391,57.46906888,56.43734579,56.6927877,57.58639374,58.00492718,57.47090951,56.7326527,57.22911908,56.40462143,57.45282609,54.88542745,53.23313742,53.06284039,51.70474849
Least developed countries: UN classification,Renewable electricity output (% of total electricity output),64.91514475,64.07681444,61.45274752,61.61415528,60.83560987,57.83926474,57.68792416,55.24260297,58.80965332,58.44609552,59.33001146,59.95385373,59.54692093,57.42162985,55.06027795,55.10912121,54.52648211,54.95316752,53.23250492,54.07802203,54.57076403,54.88211133,52.50921493,52.76723801,51.93378274,52.17812439
Low income,Renewable electricity output (% of total electricity output),59.20465286,59.29928844,57.90874095,59.47811287,56.88055793,56.54668724,53.45782117,51.33195351,54.7551861,53.43174256,53.11098355,53.54598316,52.64117323,51.46370812,52.71820503,52.46910916,50.9882197,51.27881393,48.61744339,48.8407315,50.84516412,55.32391239,58.34442885,64.94115375,66.05673365,65.76200869
Liechtenstein,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.02074689,94.53781513,94.22535211,94.55696203,94.60580913,95.69266589,96.014068,93.96135266,96.85714286
Sri Lanka,Renewable electricity output (% of total electricity output),99.84126984,92.27124667,81.92090395,95.40085449,93.2072031,92.71137026,71.78807947,66.99708455,68.88967095,67.48059508,45.80239863,46.01091284,38.18258784,42.89787455,36.13843352,37.22651223,49,40.06665993,41.53923038,39.29501302,53.11545227,40.8474867,29.24124023,59.8769026,39.20231121,48.47519345
Lower middle income,Renewable electricity output (% of total electricity output),21.61853752,21.70604761,21.48304002,21.63332363,22.78803903,20.75899431,20.18862921,19.37806674,19.95428628,19.4512553,17.99543769,18.03216854,17.0711425,17.9101254,17.96118392,18.86545461,19.26711162,18.84246141,17.96458092,17.61505289,17.88897714,18.26568279,17.68392013,18.67290254,17.89026764,17.24705769
Low & middle income,Renewable electricity output (% of total electricity output),24.44715104,24.46847218,24.64664415,25.70067956,26.44863139,26.43659577,25.57689225,25.19362973,25.56923654,24.82927533,24.12336661,23.82148147,23.13549317,22.06784679,22.63725808,22.61915583,22.21298047,21.51560108,21.86969386,22.10300557,22.42705381,21.62198672,22.62319826,22.94638673,23.47973186,23.91178735
Lesotho,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Late-demographic dividend,Renewable electricity output (% of total electricity output),24.39627539,24.75824792,25.10428725,26.21362136,27.2585232,27.65120935,26.4061706,26.46522873,26.85572707,26.0035782,25.56621425,25.52528137,24.73578055,22.93210894,23.54134491,23.22898807,22.33495716,21.97104487,22.79642371,23.41833544,23.35509217,22.21101669,23.83233777,23.92932202,25.25461383,25.79831246
Lithuania,Renewable electricity output (% of total electricity output),1.457489879,1.151108538,1.676730645,2.820439213,4.633521271,2.75887574,2.007265562,2.057269947,2.431061622,3.170601268,3.057279022,2.283804484,2.070082109,1.763331209,2.282423208,3.191120361,3.601887886,4.31328879,4.517145644,4.67117394,18.24189027,26.18935469,26.12055641,36.21262458,40.74973031,39.40817285
Luxembourg,Renewable electricity output (% of total electricity output),13.30128205,13.98002853,12.42424242,12.22056632,17.50433276,21.97125257,17.04545455,25.36945813,39.07103825,33.88888889,40.99526066,19.37716263,5.341880342,5.01972033,5.765819042,6.302270012,6.970813262,8.278662918,10.38151137,8.470812183,8.26625387,9.283018868,11.17156329,20.01081666,20.94488189,32.38166792
Latvia,Renewable electricity output (% of total electricity output),67.62936221,58.02622254,65.75378195,73.29255861,74.43693694,73.81251571,59.53294946,65.5792277,74.48680352,67.12895377,68.25435203,66.3317757,62.51572327,58.81761006,68.15952229,69.58825927,56.96176651,59.27478516,60.90254077,63.85347459,54.85136563,50.4922875,66.62883087,56.917378,54.54191791,50.17169709
"Macao SAR, China",Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Martin (French part),Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,Renewable electricity output (% of total electricity output),12.67137516,13.31884845,9.918715917,4.470232089,7.323452485,5.052927555,15.60855001,15.32406386,13.70296114,6.397828616,6.079452694,7.158048651,6.852641943,10.00723851,10.20615645,6.143079316,5.945428917,6.000904659,5.967898833,13.99385197,17.43409936,10.78941054,8.629961588,14.64795845,12.38781048,14.30889033
Monaco,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moldova,Renewable electricity output (% of total electricity output),1.584365945,2.319245082,1.999073788,3.230808995,2.931561742,4.249180328,4.979591837,5.921562548,5.84496124,6.23655914,6.724937567,6.292772492,6.507854307,6.313850276,6.470992104,6.293823038,6.188443861,6.383338977,6.459647957,5.776056793,6.657942091,6.08365019,4.636332299,6.969494545,6.204447767,5.368576588
Madagascar,Renewable electricity output (% of total electricity output),57.64939868,57.16461002,54.04635897,59.4005545,58.9666411,62.05020795,64.94810811,66.55461143,65.09851035,61.84781011,61.12598031,59.61936438,60.2930672,59.76263893,56.23206107,56.40335918,54.35330469,58.84979913,54.94083472,58.17085463,52.28463241,48.01905337,49.68950637,50.77202982,53.30695635,54.59645655
Maldives,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315654105,0.335008375,0.602006689,0.329091346,0.608069077,1.277204455
Middle East & North Africa,Renewable electricity output (% of total electricity output),7.05262711,6.786301476,6.593235533,6.192166432,5.436265593,5.190495744,5.264097223,4.985356933,4.669138719,4.240543904,3.697566414,3.987692554,3.739549101,4.235518321,4.07995246,5.055191303,4.913618723,4.793486779,2.852765187,2.888379069,3.223074392,3.195492637,3.149777444,3.415429083,2.961798447,2.741456134
Mexico,Renewable electricity output (% of total electricity output),24.69331906,22.3885821,25.65555756,25.39635742,19.02182409,23.65022857,24.66469234,19.95725194,17.58655872,20.90752441,19.8040598,17.10563209,15.05583789,12.12571491,14.44842434,15.19731385,15.33424876,14.09044302,17.54302582,12.94733225,16.60285189,14.88880301,13.78813129,13.29954326,17.54351633,15.39413379
Marshall Islands,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257400257,0.275020926,0.234741784,0.233372229
Middle income,Renewable electricity output (% of total electricity output),23.87231381,23.90322661,24.13501305,25.19731119,25.97955065,25.97457166,25.16599328,24.82115174,25.13107534,24.3853308,23.65998323,23.33220679,22.66019948,21.61765198,22.18144331,22.16607568,21.78894537,21.09357331,21.49199263,21.72479323,22.03740212,21.20771392,22.21458983,22.51191836,23.04745661,23.51826922
North Macedonia,Renewable electricity output (% of total electricity output),8.527266412,14.69670711,13.98186315,10.07722008,11.70230679,13.06262231,12.79927722,13.36699837,15.36606129,20.23896255,17.17809426,9.839673059,12.42817271,20.39180766,22.22888856,21.49236531,23.55124179,15.54324408,13.31009349,18.59988284,33.48484848,21.21615624,16.67198978,26.14046603,24.04168217,35.93694651
Mali,Renewable electricity output (% of total electricity output),74.08906883,71.875,75.81227437,73.57859532,78.62318841,72.11538462,63.28358209,58.56777494,31.95020747,30.68783069,30.35935564,38.91891892,45.15522107,51.51267375,51.48833467,50.59008655,48.76219055,46.69978708,44.96961512,72.46085602,53.79560688,52.62734992,57.49284404,64.79330305,42.87441124,43.51635514
Malta,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04730369,0.458926113,1.133391456,1.554864505,3.340757238,7.674597084
Myanmar,Renewable electricity output (% of total electricity output),48.14366425,46.32050803,50.66755674,50.36927622,44.9081803,40.04932182,41.8504436,37.93025872,22.92824354,22.37551196,36.96756546,38.85689913,41.65351223,38.24884793,42.93100374,49.81715426,53.9422453,56.55571183,61.4768952,75.47386559,67.67864245,76.18565059,72.36302646,72.04213277,62.36490782,58.85410144
Middle East & North Africa (excluding high income),Renewable electricity output (% of total electricity output),12.52200882,11.75737518,11.79334609,11.30074528,9.870951417,9.426881139,9.512650872,9.003959314,8.546223893,7.68713045,6.666130242,7.181858016,6.707885489,7.645911157,7.259794978,9.12623841,8.837348939,8.654303737,5.19325572,5.267679718,5.883084854,5.828776349,5.80779092,6.242012283,5.404571878,5.092020058
Montenegro,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.15363128,59.28184282,59.8880597,54.42008487,75.03623188,68.37394331,45.3313253,51.93389592,63.47275032,55.21588402,49.65034965
Mongolia,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.693227092,3.162202381,3.083620533
Northern Mariana Islands,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,Renewable electricity output (% of total electricity output),62.55506608,68.57749469,78.125,87.75510204,92.65822785,92.89215686,94.32773109,97.21393035,99.60664336,99.68871595,99.54620462,99.62978544,99.70106986,99.66076831,99.6073075,99.84192699,99.86428717,99.91913411,99.91406095,99.92336261,99.88599544,99.88116459,99.86153238,97.65693186,91.15757439,86.41088736
Mauritania,Renewable electricity output (% of total electricity output),10.60220526,10.27115859,10.06581494,9.878419453,10.10830325,8.218446303,8.068159814,8.085054776,8.230368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.802955665,5.055409641,13.37325349
